symbol,name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CORT,Corcept Therapeutics Incorporated,7.95,$882.7M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
COST,Costco Wholesale Corporation,151.74,$66.33B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
COUP,Coupa Software Incorporated,27.78,$1.34B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup
COVS,Covisint Corporation,2.3,$93.94M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
COWN,"Cowen Group, Inc.",3.5,$375.6M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
COWNL,"Cowen Group, Inc.",25.6482,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
COYN,"COPsync, Inc.",1,$8.92M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coyn
COYNW,"COPsync, Inc.",0.2,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coynw
CPAA,Conyers Park Acquisition Corp.,10.75,$540.86M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaa
CPAAU,Conyers Park Acquisition Corp.,10.7,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaau
CPAAW,Conyers Park Acquisition Corp.,2.2,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaaw
CPAH,CounterPath Corporation,1.97,$8.97M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
CPHC,Canterbury Park Holding Corporation,10.155,$43.89M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc
CPHR,Cipher Pharmaceuticals Inc.,2.98,$78.09M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphr
CPIX,Cumberland Pharmaceuticals Inc.,5.44,$88.02M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CPLA,Capella Education Company,88.05,$1.01B,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla
CPLP,Capital Product Partners L.P.,2.87,$347M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp
CPRT,"Copart, Inc.",54.69,$6.26B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CPRX,"Catalyst Pharmaceuticals, Inc.",1.07,$88.67M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
CPSH,CPS Technologies Corp.,1.31,$17.3M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh
CPSI,"Computer Programs and Systems, Inc.",24.15,$326.82M,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CPSS,"Consumer Portfolio Services, Inc.",4.96,$118.26M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CPST,Capstone Turbine Corporation,0.9,$32.12M,2000,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cpst
CPTA,Capitala Finance Corp.,12.37,$196.07M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cpta
CRAI,"CRA International,Inc.",33.34,$275.84M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CRAY,Cray Inc,18.55,$755.87M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.3,$324.4M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CRDS,"Crossroads Systems, Inc.",4.3392,$5.32M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
CRDT,WisdomTree Strategic Corporate Bond Fund,72.67,$7.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crdt
CREE,"Cree, Inc.",25.18,$2.51B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CREG,China Recycling Energy Corporation,1.7292,$14.37M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg
CRESY,Cresud S.A.C.I.F. y A.,15.61,"$47,298.30 ",1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRIS,"Curis, Inc.",2.97,$417.43M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CRME,Cardiome Pharma Corporation,2.71,$86.38M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
CRMT,"America&#39;s Car-Mart, Inc.",44.55,$349.11M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
CRNT,Ceragon Networks Ltd.,2.27,$176.34M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/crnt
CROX,"Crocs, Inc.",7.19,$528.8M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CRSP,CRISPR Therapeutics AG,19.98,$795.38M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp
CRTN,"Cartesian, Inc.",0.6375,$5.68M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/crtn
CRTO,Criteo S.A.,39.27,$2.5B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CRUS,"Cirrus Logic, Inc.",49.33,$3.14B,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CRVL,CorVel Corp.,31.7,$617.91M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",15.59,$326.02M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
CRWS,"Crown Crafts, Inc.",7.7,$77.23M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRZO,"Carrizo Oil & Gas, Inc.",42.34,$2.76B,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo
CSA,Victory CEMP US Small Cap Volatility Wtd Index ETF,40.1008,$2.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa
CSAL,"Communications Sales & Leasing,Inc.",24.36,$3.8B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csal
CSB,Victory CEMP US Small Cap High Div Volatility Wtd Index ETF,40.0204,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csb
CSBK,Clifton Bancorp Inc.,16.41,$378.19M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CSBR,"Champions Oncology, Inc.",2.21,$24.24M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/csbr
CSCO,"Cisco Systems, Inc.",29.45,$147.83B,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
CSF,Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF,39.1196,$21.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf
CSFL,"CenterState Banks, Inc.",23.39,$1.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
CSGP,"CoStar Group, Inc.",180.29,$5.88B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
CSGS,"CSG Systems International, Inc.",44.6,$1.44B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CSII,"Cardiovascular Systems, Inc.",23.35,$772.03M,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii
CSIQ,Canadian Solar Inc.,11.28,$647.9M,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq
CSOD,"Cornerstone OnDemand, Inc.",34.27,$1.93B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CSPI,CSP Inc.,10.538,$40.15M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSQ,Calamos Strategic Total Return Fund,10.02,$1.55B,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq
CSTE,Caesarstone Ltd.,26.7,$939.58M,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste
CSTR,"CapStar Financial Holdings, Inc.",20,$223.73M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/cstr
CSWC,Capital Southwest Corporation,14.73,$232.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cswc
CSWI,"CSW Industrials, Inc.",36.9,$583.49M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,36.62,$34.3B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx
CTAS,Cintas Corporation,115.89,$12.16B,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas
CTBI,"Community Trust Bancorp, Inc.",42.75,$753.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CTG,"Computer Task Group, Incorporated",4.19,$67.91M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CTHR,Charles & Colvard Ltd,0.84,$18.01M,1997,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr
CTIB,CTI Industries Corporation,6.1008,$21.5M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTIC,CTI BioPharma Corp.,0.4425,$124.95M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTMX,"CytomX Therapeutics, Inc.",10.21,$371.67M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CTRE,"CareTrust REIT, Inc.",14.1,$908.09M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre
CTRL,Control4 Corporation,10.85,$256.48M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CTRN,"Citi Trends, Inc.",17.57,$261.7M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CTRP,"Ctrip.com International, Ltd.",44.83,$20.91B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CTRV,ContraVir Pharmaceuticals Inc,1.99,$119.29M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTSH,Cognizant Technology Solutions Corporation,54.08,$32.81B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
CTSO,Cytosorbents Corporation,5,$127.34M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CTWS,"Connecticut Water Service, Inc.",54.58,$613.5M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CTXS,"Citrix Systems, Inc.",85.47,$13.33B,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.7602,$41.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba
CUBN,"Commerce Union Bancshares, Inc.",20.52,$159.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubn
CUI,"CUI Global, Inc.",6.26,$130.93M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CUNB,CU Bancorp (CA),28.05,$495.88M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CUR,"Neuralstem, Inc.",0.27,$31.01M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur
CUTR,"Cutera, Inc.",16.5,$221.23M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,21.19,$2.29B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVCO,"Cavco Industries, Inc.",93.5,$840.8M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco
CVCY,Central Valley Community Bancorp,16.74,$203.24M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
CVGI,"Commercial Vehicle Group, Inc.",5.18,$157.21M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
CVGW,"Calavo Growers, Inc.",53.65,$935.57M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw
CVLT,"CommVault Systems, Inc.",51.45,$2.33B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CVLY,"Codorus Valley Bancorp, Inc",24.02,$201.31M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
CVTI,"Covenant Transportation Group, Inc.",21.13,$384.45M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
CVV,CVD Equipment Corporation,7.74,$48.95M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CWAY,"Coastway Bancorp, Inc.",14.3,$63.87M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
CWBC,Community West Bancshares,9.55,$77.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
CWCO,Consolidated Water Co. Ltd.,10.85,$160.78M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CWST,"Casella Waste Systems, Inc.",12.47,$517.36M,1997,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst
CXDC,China XD Plastics Company Limited,4.5532,$225.64M,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
CXRX,Concordia International Corp.,2.49,$127.03M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,50.5087,$7.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxse
CY,Cypress Semiconductor Corporation,10.65,$3.44B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYAD,Celyad SA,18.22,$169.69M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyad
CYAN,Cyanotech Corporation,3.85,$21.83M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBE,CyberOptics Corporation,26.2,$180.32M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYBR,CyberArk Software Ltd.,48.39,$1.61B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYCC,"Cyclacel Pharmaceuticals, Inc.",4.17,$17.73M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.15,$2.06M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CYHHZ,"Community Health Systems, Inc.",0.006,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CYNO,"Cynosure, Inc.",45.05,$1.07B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CYOU,Changyou.com Limited,23.62,$1.23B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou
CYRN,CYREN Ltd.,2.15,$84.11M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CYRX,"CryoPort, Inc.",2.29,$40.3M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",0.6888,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrxw
CYTK,"Cytokinetics, Incorporated",11.2,$453.79M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTR,CytRx Corporation,0.4832,$46.84M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
CYTX,Cytori Therapeutics Inc,1.5,$30.75M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.6899,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CZFC,Citizens First Corporation,17.43,$34.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CZNC,Citizens & Northern Corp,24.38,$294.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
CZR,Caesars Entertainment Corporation,7.55,$1.11B,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
CZWI,"Citizens Community Bancorp, Inc.",11.3,$59.35M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
DAIO,Data I/O Corporation,4.15,$33.17M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DAKT,"Daktronics, Inc.",10.48,$459.79M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DAVE,"Famous Dave&#39;s of America, Inc.",4.55,$31.66M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
DAX,Recon Capital DAX Germany ETF,23.6,$14.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
DBVT,DBV Technologies S.A.,35.85,$1.74B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DCIX,Diana Containerships Inc.,3.29,$30.8M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DCOM,"Dime Community Bancshares, Inc.",18.8,$705.82M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DCTH,"Delcath Systems, Inc.",2,$4.39M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DDBI,Legg Mason Developed EX-US Diversified Core ETF,24.3072,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
DELT,Delta Technology Holdings Limited,0.955,$9.19M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DELTW,Delta Technology Holdings Limited,0.07,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw
DENN,Denny&#39;s Corporation,12.27,$900.21M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
DEPO,"Depomed, Inc.",18.55,$1.14B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",30.28,$1.08B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,6.93,$97.11M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DFBG,Differential Brands Group Inc.,3.15,$41.21M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,3,$31.04M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",17.3,$407.03M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
DFVL,iPath US Treasury 5-year Bull ETN,69.64,$4.9M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,29.94,$2.15M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DGAS,"Delta Natural Gas Company, Inc.",25.52,$181.61M,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DGICA,"Donegal Group, Inc.",16.29,$436.7M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",20.55,$550.91M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DGII,Digi International Inc.,13.4,$347.89M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DGLD,VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind,61.72,$18.89M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DGLY,"Digital Ally, Inc.",4.95,$26.63M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,21.01,$42.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgre
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,33.23,$74.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrs
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,32.7799,$981.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrw
DHIL,"Diamond Hill Investment Group, Inc.",209.6,$715.59M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
DHXM,DHX Media Ltd.,5.1,$132.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DIOD,Diodes Incorporated,23.17,$1.13B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DISCA,"Discovery Communications, Inc.",27.15,$10.67B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",28.25,$11.11B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",26.54,$10.43B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,56.22,$26.14B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DJCO,Daily Journal Corp. (S.C.),248.09,$342.55M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DLBL,iPath US Treasury Long Bond Bull ETN,79.33,$5.63M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
DLBS,iPath US Treasury Long Bond Bear ETN,20.4887,$22.47M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
DLHC,DLH Holdings Corp.,6.41,$67.7M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DLTH,Duluth Holdings Inc.,33.53,$1.09B,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DLTR,"Dollar Tree, Inc.",86.57,$20.41B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DMLP,"Dorchester Minerals, L.P.",16.85,$516.88M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DMPI,"DelMar Pharmaceuticals, Inc.",4.06,$42.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
DMRC,Digimarc Corporation,29.45,$309.89M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DMTX,"Dimension Therapeutics, Inc.",4.2,$105.18M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DNAI,"ProNAi Therapeutics, Inc.",1.33,$40.39M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dnai
DNBF,DNB Financial Corp,26.5,$112.08M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DNKN,"Dunkin&#39; Brands Group, Inc.",54.39,$4.99B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DORM,"Dorman Products, Inc.",73.24,$2.54B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
DOX,Amdocs Limited,58.17,$8.6B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
DPRX,"Dipexium Pharmaceuticals, Inc.",1.35,$14.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx
DRAD,Digirad Corporation,4.6,$90.53M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DRAM,Dataram Corporation,1.17,$4.33M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DRIO,DarioHealth Corp.,2.98,$17.03M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.56,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DRNA,"Dicerna Pharmaceuticals, Inc.",2.94,$61.01M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DRRX,DURECT Corporation,1.27,$176M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DRWI,DragonWave Inc,2.6,$15.86M,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRYS,DryShips Inc.,5.25,$5.85M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSCI,"Derma Sciences, Inc.",4.75,$134.28M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DSGX,The Descartes Systems Group Inc.,21.75,$1.65B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
DSKX,"DS Healthcare Group, Inc.",0.6699,$15.11M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,30.17,$18.67M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
DSPG,"DSP Group, Inc.",11.4,$246.5M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DSWL,"Deswell Industries, Inc.",1.82,$29.22M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTEA,DAVIDsTEA Inc.,9.4,$232.61M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DTLK,Datalink Corporation,11.2,$251.11M,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DTRM,"Determine, Inc. ",1.85,$21.47M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DTSI,"DTS, Inc.",42.52,$759.93M,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DTUL,iPath US Treasury 2-year Bull ETN,63.765,$3.76M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DTUS,iPath US Treasury 2-year Bear ETN,32.1395,$7.98M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTYL,iPath US Treasury 10-year Bull ETN,81.8,$5.63M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
DTYS,iPath US Treasury 10-year Bear ETN,20.1763,$59.88M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DVAX,Dynavax Technologies Corporation,4.35,$167.6M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
DVCR,Diversicare Healthcare Services Inc.,11.55,$73.46M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
DWAC,Elkhorn Commodity Rotation Strategy ETF,24.9702,$4.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac
DWAT,Arrow DWA Tactical ETF,10.29,$9.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
DWCH,Datawatch Corporation,5.95,$70.95M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
